Cl,I,Br,single_phase,Round
0.09879949696347953,0.7899287886885241,0.11127171434799635,True,3
0.660160275165069,0.0895841310025972,0.25025559383233376,True,3
0.8308139517383526,0.06900549415480443,0.10018055410684304,True,3
0.16915671449807898,0.5904815947893298,0.2403616907125912,False,3
0.3188529220185027,0.42090927040561676,0.26023780757588055,False,3
0.49100356066699036,0.25929438273604893,0.24970205659696068,False,3
